PRACTICE_ID,STATE,NUM_EPS_VM,GPRO,ELIG_UP_ADJUST,CATEGORY,VM_PAYMENT_ADJ,UPDATED_VM,COST_COMP_TIER_TEXT,QUAL_COMP_TIER_TEXT,ZB_COST_CMPSCR_POOL_RND,ZB_QUAL_CMPSCR_POOL_RND
11761632003,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.04,-0.31
11762135045,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.90
11762547130,FL,100+ EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,0.14,.
11763209945,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.03,-0.06
11763652191,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.22,0.14
11763952885,UT,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.05,-0.36
11764661537,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11765643817,NE,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11766276125,VA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.69,0.65
11768274152,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.55
11771004526,FL,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,.,0.34
11771421424,RI,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-1.17,0.94
11771679744,TN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.21,-0.31
11771855369,FL,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,High,Average,3.65,-0.88
11772328567,PA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.94,0.01
11772520652,NC,100+ EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.11,.
11772536433,OK,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.30,-0.39
11772542480,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.86,-0.62
11774343099,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11774604738,NY,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.29,0.73
11774750764,MT,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,High,Average,9.08,-0.83
11774975716,IA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11775312415,IA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,High,Average,2.07,-0.41
11775409803,NJ,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.14,0.88
11778051902,CT,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-1.08,-0.81
11778977707,LA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.78,.
11779384946,GA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.16,.
11780953743,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.02,0.06
11781382468,IN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.80,0.68
11782070571,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.31,.
11782762646,MN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.11,0.17
11783433550,NJ,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11784395972,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.44,-0.64
11784540620,NJ,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.02,.
11785180054,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.43,.
11785289189,CT,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.66,.
11786830805,TN,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,-1.66,.
11787014017,CA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.38,.
11787836620,IN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.04,.
11788051972,CO,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.60,.
11789070170,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,0.93,-2.84
11789338482,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.67,0.87
11789496490,AL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11790347603,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,.,-1.18
11790646094,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,High,Low,4.44,-1.03
11791573901,LA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,.,0.67
11791704069,FL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.22,.
11792519070,CA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.44,0.85
11793441412,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11794048853,VA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11794605621,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.30,0.61
11794679182,IN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11795161341,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.05
11795209823,WA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.68,.
11796339688,CA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.18,.
11796396051,TN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.50,.
11796689171,AL,100+ EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,0.06,.
11796945939,WA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.43
11797870277,VA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.72,0.73
11797933653,OR,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.62
11798640488,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.09,-0.12
11798831451,KS,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.43,.
11800418911,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.56,-0.30
11800653874,IA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.41,0.20
11800922198,NM,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11801624094,LA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.63,-0.59
11801680785,LA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.40,0.57
11802154065,OH,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-1.06,0.24
11802217055,IL,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.16,-0.09
11803130794,AL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.13,.
11803904828,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.50,0.33
11804256717,GA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.78,.
11804375882,OH,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,1.15,.
11804686224,TN,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,-0.81,.
11805714697,LA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.64,0.77
11805782868,TN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.12,.
11806361100,PA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,0.13,-1.26
11806478936,UT,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.26,.
11807347841,IL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.16,1.16
11808493897,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11809321547,MA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,2.53,0.50
11810911757,MS,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-1.27,.
11811869031,NJ,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11814695332,IN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.42,0.44
11814890318,AZ,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.24,.
11815048438,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,.,-2.45
11815242258,OK,100+ EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.19,.
11816306513,NY,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.01,0.18
11816540268,IN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.12,.
11818137931,TX,100+ EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.97,.
11819048238,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.05,.
11820095412,MA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,0.59,-1.47
11820618897,NY,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Low,0.01,-1.24
11823083442,AZ,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.21,0.66
11823491266,NJ,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11823726350,GA,100+ EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,2.70,.
11824010746,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.77
11825150680,TX,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.13,.
11827470772,NE,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,-0.96,.
11827492158,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.38
11827694227,NC,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.79,0.78
11827938485,KY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.25,.
11828076754,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11828584343,MS,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,1.77,.
11828621202,NY,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.44,-0.81
11830719661,LA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,.,0.54
11831890443,IL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.34,0.34
11832410926,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11833188741,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.23,0.52
11833920209,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.52,0.58
11836282492,TX,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.21,.
11836945054,IN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.25,0.67
11837178173,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.68,0.36
11840292171,TN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,.,0.22
11840697383,GA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.07,.
11840832976,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.24,-0.29
11841666100,IA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.58,0.55
11841771393,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.39,-0.26
11841803217,FL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.56,.
11841942403,PA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.58,0.35
11842936420,CA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11842976383,IL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.11,.
11843372681,NY,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.96,0.27
11845111868,CT,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.27
11845464353,FL,100+ EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,0.28,.
11846800882,GA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-2.36,-0.06
11847177919,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.71
11848425712,WA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.46,-0.12
11848644594,NY,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.09,0.56
11849572116,AK,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11849959058,KY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.77,.
11850876173,TN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11851032703,NE,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.05,0.28
11851759332,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11851842064,OR,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11852260239,.,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,1.13,.
11852369251,HI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.21
11852457794,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.05,.
11854050372,PR,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.23
11854493544,VA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11854700209,OR,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11855674282,KY,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.12,0.43
11856297632,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.91,.
11856855208,AZ,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.49
11858357904,NH,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.52,-0.54
11858847759,IL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,1.52,.
11861333410,IL,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.37,0.35
11861636036,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11862402493,NY,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11864580245,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11865275286,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,-1.92,-1.13
11866461148,CA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11866681625,WA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.51,-0.06
11867011853,IA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-1.66,0.08
11868663514,TX,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,-0.44,.
11868882408,MD,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.19,0.72
11868934641,MD,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11871393654,IN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.77,.
11872506524,MD,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.20,.
11873213107,MD,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.78,.
11874041853,OH,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11874372589,AL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.01,0.54
11874899383,CA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,.,-1.01
11876771148,MN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11879820305,IN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,1.16
11881453230,NC,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.04,0.54
11881622984,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.57
11882626021,TX,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11882651325,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.12,0.54
11884071613,WI,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.49,1.16
11884528532,KS,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.09,0.11
11885611913,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-2.80,.
11886032992,WA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.10,0.82
11886374718,GA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.22
11886823259,MO,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.97,0.30
11886981353,TX,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,0.52,.
11888187970,IN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.54,-0.52
11888696533,VA,100+ EPs,0,Not Eligible,CAT1,-1.0%,.,Average,Low,0.28,-2.22
11889558165,LA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.77,0.80
11890537851,NY,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11890628534,KY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11891219018,TN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.33,-0.27
11892224707,MN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11892437779,NC,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.44,0.23
11894383068,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.63,.
11894906171,OH,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-1.11,0.41
11895170210,MO,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11895395413,OH,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.60,.
11896353118,MI,10 to 99 EPs,0,Not Eligible,CAT1,1.0xAF,.,Average,High,0.04,1.01
11897092793,TN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.09,0.02
11897597001,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.32,0.51
11898286245,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11900074368,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,-0.59,-1.88
11900227410,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.24
11900380857,VA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.23,0.73
11900789666,CA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-1.03,-0.06
11901404837,CA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.22,-0.60
11902920252,OK,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.31,.
11903577836,NJ,100+ EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.15,.
11905996197,PA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.82,0.26
11907059488,FL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.72,-0.57
11907691686,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.40,.
11908487806,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11910047920,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11912020569,OH,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.06,.
11912416641,CA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.21,.
11912816426,CA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.32,-0.67
11914378007,NE,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.21,.
11914429278,WY,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,-0.23,.
11915383283,FL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.14,.
11916247083,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,2.34,.
11918482327,MD,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-1.05,0.62
11918701167,OH,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11919026303,.,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.21,.
11919557979,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.17
11919877539,OH,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.06,0.14
11920403191,IA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11920677005,VA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.27,.
11921771388,SC,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.04,0.27
11921891631,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11921937201,CO,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.33
11923365952,OH,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.51,0.03
11923474295,TN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.25,-0.34
11924141178,MO,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11924203714,NJ,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11924594790,PA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.20
11926478334,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.29,.
11927130472,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.07,.
11929683932,VA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11929742226,TX,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.83
11930144592,MD,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.65,1.16
11931048164,CA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.16
11931656946,MT,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.50
11932136803,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.44,.
11932353413,MA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11932542040,TX,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.01,.
11932680456,TX,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.00,.
11933028682,CA,10 to 99 EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,0.00,.
11933872525,PA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,.,-1.51
11936943247,OH,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.26
11936951818,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.23,.
11937510344,TN,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.21,.
11938586880,LA,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,1.25,0.59
11939215875,OK,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.29,0.59
11939287810,TN,10 to 99 EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.62,0.25
11939543954,OK,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.49,.
11940081213,OH,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.20
11940108810,CO,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.47
11940426294,FL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,.,.
11941510574,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.07,.
11943449576,CA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.46,0.02
11944046722,MI,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,0.06
11944701877,AL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.61,0.23
11945561618,SC,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11945779911,TN,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,.,-3.00
11946090160,WI,100+ EPs,1,N/A,CAT2,-2.0%,.,N/A,N/A,-0.05,.
11946111373,IL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.52,0.19
11946165045,LA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Low,0.33,-1.46
11946217951,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.08,.
11946678020,IL,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.09,-0.85
11946733564,PA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.10,.
11946770645,FL,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.36,.
11947848264,NY,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,0.64,.
11948373737,CA,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,-0.04
11948737314,NY,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.47,0.24
11949745822,LA,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.39,.
11949757533,MI,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-0.15,.
11949938196,MS,10 to 99 EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,.,.
11949980161,OR,10 to 99 EPs,0,N/A,CAT2,-2.0%,.,N/A,N/A,-1.11,.
